Feature,AM1,AM2,AM3,FM3,FM4,FM5
Pex1,472.15543607746235,447.84494580968646,500.91387601535547,537.826640914376,522.3263252620086,662.5148076902615
Pex10,222.71482833842563,270.06701721278273,278.0624121367805,190.8417112921979,237.9830002673057,190.57278353740955
Pex11a,245.48123301302027,218.5794204060292,225.86297014720438,199.51633453275238,260.64804791181103,202.54594271253475
Pex11b,638.4491745701534,653.7953330367006,702.6847960135246,450.1165614821032,540.8704551529675,535.7988730868531
Pex11c,57.41093352723861,68.00248634854242,75.28765671573478,73.2523740313487,77.26720787899536,63.85684893400111
Pex12,201.92811102683925,214.69356404325535,210.80543880405742,281.44333180465554,307.00837263920823,344.22832628484974
Pex13,680.0226091933263,617.8511616810425,590.2552286513608,427.94807986735293,469.7846239042918,524.8234771763216
Pex14,634.489799844137,753.8561343781273,611.3357725317665,336.38261232816706,390.4569571485232,345.2260895494435
Pex16,513.7288707006352,510.01864761406813,536.0481158160317,404.8157512258744,505.84265424782296,398.1075425729132
Pex19,1636.2116055263004,1605.8301419162945,1530.8490198866073,1660.7084270528132,1766.843486833027,1648.3049131089035
Pex26,450.3788750843718,452.7022662631538,427.6338901453736,678.5483068167038,632.5608751693753,583.6915097873539
Pex3,407.81559677969494,373.0422108262898,427.6338901453736,441.4419382415487,393.547645463683,523.8257139117278
Pex5,1025.4780540382621,1253.1886769945675,1262.8249619785915,2001.9102745146217,2017.1892403609722,1788.989533416625
Pex5l,4109.8309656050815,3598.3029919285873,3933.0271868299856,132.0470426617733,174.1087750873362,149.6644896890651
Pex6,1253.1421007842082,1520.3413019352697,1441.507667250602,1011.0755310379577,1166.2197242536365,999.7587911229549
Pex7,334.5671643483905,366.24196219143556,346.32322089238005,155.17937130325186,158.65533351153712,210.5280488292849
Pf4,7.918749452032912,8.743176816241167,5.01917711438232,1.9276940534565448,0,0.9977632645937673
Pfas,699.8194828234085,691.6824325737457,767.9340985004949,1333.964284991929,1325.9052872035604,1226.25105218574
Pfdn1,644.3882366591782,764.5422393757555,739.8267066599539,722.8852700462043,820.0626329557374,662.5148076902615
Pfdn2,1816.363155560049,2119.7346458931365,2294.7677766955962,1521.914455203942,1756.5411924491611,1233.2353950378965
Pfdn4,239.54217092399557,212.7506358618684,205.7862616896751,325.78029503415604,375.00351557272415,391.1231997207568
Pfdn5,1287.7866296368522,1225.9876824551504,1291.936189242009,1300.2296390564393,1399.0515773290092,1188.336048131177
Pfkfb1,3.959374726016456,7.7717127255477045,13.04986049739403,49.15619836314189,45.33009528901061,58.86803261103227
Pfkfb2,768.1186968471924,783.9715211896247,950.6321454640113,1271.3142282545912,1151.7965121162242,1381.9021214623676
Pfkfb3,666.1647976522687,754.8275984688208,727.7806815854362,2279.498218212364,2197.479392078628,2222.01879025032
Pfkfb4,283.09529291017657,319.61168583814936,291.11227263417453,642.8859668277577,629.4701868542155,563.7362444954786
Pfkl,4469.144221991074,4674.6852044169445,5196.8559842314535,2479.9783997718446,2478.732028758171,2024.461663860754
Pfkm,9569.808712781774,10385.922593603815,11003.04007014892,3292.501443303778,3706.765519315004,3102.0459896220227
Pfkp,6638.881571848092,7047.971977981075,7841.962323510936,5794.648324690374,6759.335345254514,6507.412011680551
Pfn1,1797.5561256114709,2043.9604468190464,1709.531725158618,2209.1373852612,2253.1117817515046,1989.539949599972
Pfn2,8796.74079752706,8794.664413047922,9247.331915537985,6327.655730471108,6395.664353504042,6940.441268514245
Pfn3,0,2.914392272080389,2.0076708457529278,1.9276940534565448,3.0906883151598143,1.9955265291875346
Pfn4,140.55780277358417,119.49008315529596,134.51394666544616,58.79466863042461,72.11606068706233,62.85908566940734
Pftk1,4910.61450394191,4077.2347886404646,4330.546014289065,1310.8319563504504,1298.089092367122,1557.5084560308708
Pftk2,5.9390620890246835,3.8858563627738523,8.030683383011711,1.9276940534565448,0,0.9977632645937673
Pga5,0,0,1.0038354228764639,0,0,0.9977632645937673
Pgam1,9639.097770487062,9660.238917855797,8954.211972058058,3427.4400270457363,3441.9965536496466,3312.5740384513074
Pgam1-ps1,438.5007509063225,411.90077445402835,367.4037647727858,163.8539945438063,176.16923396410942,136.69356724934613
Pgam1-ps2,5655.966796114507,6151.3106222710085,5715.838897858585,2240.944337143233,2091.3657599248077,1905.7278353740955
Pgam2,113.83202337297311,139.89082905985867,109.41806109353456,43.37311620277226,52.541701357716846,37.915004054563155
Pgam5,370.2015368825386,426.4727358144303,449.7182694486558,517.5858533530823,473.90554165783817,444.00465274422646
Pgap1,282.10544922867246,251.60919948960694,205.7862616896751,870.3538651356299,620.1981219087361,935.9019421889537
Pgap2,311.8007596737959,272.0099453941697,290.10843721129805,351.8041647558194,364.7012211888581,332.25516710972454
Pgap3,239.54217092399557,206.92185131770765,204.78242626679864,136.86627779541467,134.96005642864523,125.71817133881468
Pgbd1,39.593747260164555,47.60174044397969,48.18410029807026,69.39698592443561,76.23697844060875,61.86132240481357
Pgbd5,3753.4872402636,3903.3427164063346,3970.1690974764147,464.5742668830273,593.4121565106843,505.86597514904
Pgc,0,0,0,0,0,0
Pgcp,230.63357779045856,231.20845358504423,234.89748895309253,13.493858374195813,16.483671014185678,3.991053058375069
Pgd,821.5702556484146,925.8052784308703,931.5592724293584,1379.2650952481576,1486.6210795918707,1291.105664384335
Pgf,49.4921840752057,53.43052498814047,37.14191064642916,45.3008102562288,62.843995741582894,40.908293848344464
Pggt1b,192.0296742117981,223.4367408594965,215.82461591843972,355.6595528627325,276.1014894876101,330.259640580537
Pgk1,4876.95981877077,4900.064873457828,5539.163863432327,2172.511198245526,2337.5905956992065,2085.325223000974
Pgk2,0,0,0,0,0,0
Pgls,289.0343549992013,389.5571003680787,338.29253750936834,760.4753040886069,744.8558839535152,686.4611260405119
Pglyrp1,118.78124178049367,80.63151952755743,143.54846547133434,79.03545619171834,96.84156720834085,59.86579587562604
Pglyrp2,0.989843681504114,0,1.0038354228764639,0,0,0
Pglyrp3,0,0,0,0,0,0
Pglyrp4,0,0,0,0,0,0
Pgm1,155.40545799614588,134.0620445156979,147.5638071628402,432.7673150009943,321.4315847766207,369.1724078996939
Pgm2,1337.2788137120579,1109.4119915719348,1250.778936904074,420.23730365352674,396.6383337788428,438.01807315666383
Pgm2l1,10317.14069231738,8578.027920823279,7745.594122914795,2311.305170094397,2683.7476869971056,3088.0773039177097
Pgm3,234.592952516475,239.95163040128537,268.02405790801583,484.815054444321,505.84265424782296,537.7943996160406
Pgm5,88.09608765386614,91.31762452518554,80.30683383011711,17.349246481108903,18.544129890958885,18.957502027281578
Pgp,745.3522921725978,1042.3809693140859,802.0645028782947,267.9494734304597,242.10391802085212,249.44081614844183
Pgpep1,155.40545799614588,191.37842586661222,166.636680197493,346.0210825954498,305.9781432008216,299.3289793781302
Pgpep1l,13.857811541057595,9.714640906934632,13.04986049739403,0,0,0
Pgr,408.80544046119905,355.55585719380747,380.4536252701798,38.553881069130895,41.20917753546419,49.88816322968837
Pgr15l,8.908593133537025,38.858563627738526,2.0076708457529278,1.9276940534565448,0,2.993289793781302
Pgrmc1,5136.298863324847,5261.449515195796,4328.538343443312,3709.8472058771204,3799.4861687697985,4121.760046036853
Pgrmc2,2026.2100160389214,2217.8525190531764,1883.1952533162462,876.1369472959996,1098.2245813201207,983.7945788894546
Pgs1,1621.3639503037386,1773.8934296062637,1621.194207945489,892.5223467503802,1017.8666851259655,912.9533871032971
Phactr1,10236.963354115547,9648.581348767475,11128.519498008478,4085.7475463011465,4161.096701643497,4147.701890916291
Phactr2,633.4999561626329,500.3040067071335,498.9062051696025,212.04634588021992,143.20189193573808,174.6085713039093
Phactr3,3627.7770927125775,3529.3290414893513,3130.962683951691,1727.213871897064,1814.234040998811,1602.4078029375903
Phactr4,332.5874769853823,306.9826526591343,318.215829051839,809.6315024517488,744.8558839535152,709.4096811261686
Phax,904.7171248947601,993.8077647794128,924.5324244692232,1393.7228006490818,1539.1627809495876,1243.213027683834
Phb,1099.7163301510707,1286.2184560781452,1061.0540419804222,1310.8319563504504,1411.4143305896484,1154.4120971349887
Phb2,1268.979599688274,1337.7060528848988,1159.4299134223158,2040.4641555837525,2092.395989363194,1762.049925272593
Phc1,1061.1124265724102,1244.4455001783263,1177.498951034092,3844.7857896190785,3732.5212552746693,3407.3615485877153
Phc2,1668.876447015936,1971.1006400170365,1631.2325621742539,3366.7176643618554,2885.67265692088,2787.750561274986
Phc3,638.4491745701534,646.023620311153,670.5620624814778,733.4875873402152,676.8607410199993,791.2262688228575
Phex,22.76640467459462,14.571961360401946,14.053695920270494,10.602317294010996,9.272064945479443,15.964212233500277
Phf1,740.4030737650772,808.2581234569612,705.6963022821541,689.1506241107147,693.344412034185,571.7183506122287
Phf10,686.9515149638551,791.7432339151724,601.2974183030018,1046.7378710269038,962.2342954530889,996.7655013291735
Phf11,4.949218407520569,1.9429281813869261,4.0153416915058555,0.9638470267282724,1.0302294383866049,0.9977632645937673
Phf12,1348.1670942086032,1297.8760251664667,1232.7098992922977,2337.3290398160602,1971.8591450719616,2167.1418106976625
Phf13,366.24216215652217,420.6439512702695,349.3347271610094,615.898250079366,602.6842214561638,548.769795526572
Phf14,972.0264952370399,1010.3226543212016,895.4211972058058,2653.4708645829337,2401.464820879176,2825.6655653295493
Phf15,2006.413142408839,1901.1552254871071,1913.31031600254,48.192351336413616,75.20674900222215,45.897110171313294
Phf16,278.146074502656,221.49381267810958,221.8476284556985,713.2467997789215,701.5862475412779,818.1658769668892
Phf17,751.2913542616225,691.6824325737457,803.068338301171,689.1506241107147,519.2356369468488,612.6266444605732
Phf19,19.796873630082278,12.62903317901502,21.08054388040574,120.48087834103404,86.5392728244748,87.80316728425153
Phf2,1579.790515680566,1554.3425451095409,1375.2545293407554,3083.346638503743,2472.5506521278517,2519.3522430992625
Phf20,1848.0381533681807,1529.084478751511,1727.6007627703943,2133.957317176395,2103.728513185447,2270.9091902154146
Phf20l1,1338.268657393562,1233.7593951806982,1251.7827723269504,3074.6720152631888,2232.5071929837727,3234.7485038129935
Phf21a,727.5351059055238,790.771769824479,866.3099699423883,1972.0310166860452,1743.1482097501353,1772.0275579185309
Phf21b,194.99920525631046,316.697293566069,218.83612218706912,2056.849555038133,1477.3490146463912,1404.8506765480245
Phf23,1001.7218056821633,1257.0745333573411,945.612968349629,1032.2801656259796,1143.5546766091313,896.9891748697968
Phf3,2298.4170284525526,2467.5187903613964,2336.928864456408,3523.8247297185635,3545.019497488307,3477.2049771092793
Phf5a,303.882010221763,356.52732128450094,385.4728023845621,805.7761143448357,846.8485983537892,735.3515260056065
