Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM7759946,"rna-seq_cortex_training_female_2w_biological_rep4_vial_90585015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997701",SRX20997701,"Euan Ashley","Sep 30, 2023"
GSM7759947,"rna-seq_cortex_training_female_2w_biological_rep5_vial_90587015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997702",SRX20997702,"Euan Ashley","Sep 30, 2023"
GSM7759948,"rna-seq_hypoth_control_male_8w_biological_rep1_vial_90217015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997703",SRX20997703,"Euan Ashley","Sep 30, 2023"
GSM7759949,"rna-seq_hypoth_training_male_8w_biological_rep1_vial_90218015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997704",SRX20997704,"Euan Ashley","Sep 30, 2023"
GSM7759950,"rna-seq_hypoth_training_male_8w_biological_rep2_vial_90222015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997705",SRX20997705,"Euan Ashley","Sep 30, 2023"
GSM7759951,"rna-seq_hypoth_training_male_8w_biological_rep3_vial_90223015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997706",SRX20997706,"Euan Ashley","Sep 30, 2023"
GSM7759952,"rna-seq_hypoth_training_male_8w_biological_rep4_vial_90225015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997708",SRX20997708,"Euan Ashley","Sep 30, 2023"
GSM7759953,"rna-seq_hypoth_training_male_8w_biological_rep5_vial_90227015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997709",SRX20997709,"Euan Ashley","Sep 30, 2023"
GSM7759954,"rna-seq_hypoth_control_male_8w_biological_rep2_vial_90229015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997140",SRX20997140,"Euan Ashley","Sep 30, 2023"
GSM7759955,"rna-seq_hypoth_control_male_8w_biological_rep3_vial_90232015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997141",SRX20997141,"Euan Ashley","Sep 30, 2023"
GSM7759956,"rna-seq_hypoth_control_male_8w_biological_rep4_vial_90237015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997142",SRX20997142,"Euan Ashley","Sep 30, 2023"
GSM7759957,"rna-seq_hypoth_control_male_8w_biological_rep5_vial_90239015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997143",SRX20997143,"Euan Ashley","Sep 30, 2023"
GSM7759958,"rna-seq_hypoth_control_female_8w_biological_rep1_vial_90245015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997144",SRX20997144,"Euan Ashley","Sep 30, 2023"
GSM7759959,"rna-seq_hypoth_control_female_8w_biological_rep2_vial_90248015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997145",SRX20997145,"Euan Ashley","Sep 30, 2023"
GSM7759960,"rna-seq_hypoth_training_female_8w_biological_rep1_vial_90251015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997418",SRX20997418,"Euan Ashley","Sep 30, 2023"
GSM7759961,"rna-seq_hypoth_control_female_8w_biological_rep3_vial_90252015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997419",SRX20997419,"Euan Ashley","Sep 30, 2023"
GSM7759962,"rna-seq_hypoth_training_female_8w_biological_rep2_vial_90254015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997152",SRX20997152,"Euan Ashley","Sep 30, 2023"
GSM7759963,"rna-seq_hypoth_training_female_8w_biological_rep3_vial_90258015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997153",SRX20997153,"Euan Ashley","Sep 30, 2023"
GSM7759964,"rna-seq_hypoth_training_female_8w_biological_rep4_vial_90259015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997154",SRX20997154,"Euan Ashley","Sep 30, 2023"
GSM7759965,"rna-seq_hypoth_control_female_8w_biological_rep4_vial_90265015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997155",SRX20997155,"Euan Ashley","Sep 30, 2023"
GSM7759966,"rna-seq_hypoth_control_female_8w_biological_rep5_vial_90266015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997156",SRX20997156,"Euan Ashley","Sep 30, 2023"
GSM7759967,"rna-seq_hypoth_training_female_8w_biological_rep5_vial_90267015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997157",SRX20997157,"Euan Ashley","Sep 30, 2023"
GSM7759968,"rna-seq_hypoth_training_male_4w_biological_rep1_vial_90280015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997158",SRX20997158,"Euan Ashley","Sep 30, 2023"
GSM7759969,"rna-seq_hypoth_training_male_4w_biological_rep2_vial_90281015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997159",SRX20997159,"Euan Ashley","Sep 30, 2023"
GSM7759970,"rna-seq_hypoth_training_male_4w_biological_rep3_vial_90283015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997160",SRX20997160,"Euan Ashley","Sep 30, 2023"
GSM7759971,"rna-seq_hypoth_training_male_4w_biological_rep4_vial_90289015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997161",SRX20997161,"Euan Ashley","Sep 30, 2023"
GSM7759972,"rna-seq_hypoth_training_male_4w_biological_rep5_vial_90292015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997163",SRX20997163,"Euan Ashley","Sep 30, 2023"
GSM7759973,"rna-seq_hypoth_training_female_4w_biological_rep1_vial_90406015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997414",SRX20997414,"Euan Ashley","Sep 30, 2023"
GSM7759974,"rna-seq_hypoth_training_female_4w_biological_rep2_vial_90410015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997415",SRX20997415,"Euan Ashley","Sep 30, 2023"
GSM7759975,"rna-seq_hypoth_training_female_4w_biological_rep3_vial_90412015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997416",SRX20997416,"Euan Ashley","Sep 30, 2023"
GSM7759976,"rna-seq_hypoth_training_female_4w_biological_rep4_vial_90416015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997417",SRX20997417,"Euan Ashley","Sep 30, 2023"
GSM7759977,"rna-seq_hypoth_training_female_4w_biological_rep5_vial_90420015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997421",SRX20997421,"Euan Ashley","Sep 30, 2023"
GSM7759978,"rna-seq_hypoth_training_male_1w_biological_rep1_vial_90421015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997422",SRX20997422,"Euan Ashley","Sep 30, 2023"
GSM7759979,"rna-seq_hypoth_training_male_1w_biological_rep2_vial_90422015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997423",SRX20997423,"Euan Ashley","Sep 30, 2023"
GSM7759980,"rna-seq_hypoth_training_male_1w_biological_rep3_vial_90423015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997170",SRX20997170,"Euan Ashley","Sep 30, 2023"
GSM7759981,"rna-seq_hypoth_training_male_1w_biological_rep4_vial_90426015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997171",SRX20997171,"Euan Ashley","Sep 30, 2023"
GSM7759982,"rna-seq_hypoth_training_male_1w_biological_rep5_vial_90430015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997425",SRX20997425,"Euan Ashley","Sep 30, 2023"
GSM7759983,"rna-seq_hypoth_training_male_2w_biological_rep1_vial_90439015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997426",SRX20997426,"Euan Ashley","Sep 30, 2023"
GSM7759984,"rna-seq_hypoth_training_male_2w_biological_rep2_vial_90441015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997427",SRX20997427,"Euan Ashley","Sep 30, 2023"
GSM7759985,"rna-seq_hypoth_training_male_2w_biological_rep3_vial_90444015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997428",SRX20997428,"Euan Ashley","Sep 30, 2023"
GSM7759986,"rna-seq_hypoth_training_male_2w_biological_rep4_vial_90449015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997429",SRX20997429,"Euan Ashley","Sep 30, 2023"
GSM7759987,"rna-seq_hypoth_training_male_2w_biological_rep5_vial_90450015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997430",SRX20997430,"Euan Ashley","Sep 30, 2023"
GSM7759988,"rna-seq_hypoth_training_female_1w_biological_rep1_vial_90559015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997431",SRX20997431,"Euan Ashley","Sep 30, 2023"
GSM7759989,"rna-seq_hypoth_training_female_1w_biological_rep2_vial_90560015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997432",SRX20997432,"Euan Ashley","Sep 30, 2023"
GSM7759990,"rna-seq_hypoth_training_female_1w_biological_rep3_vial_90564015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997433",SRX20997433,"Euan Ashley","Sep 30, 2023"
GSM7759991,"rna-seq_hypoth_training_female_1w_biological_rep4_vial_90567015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997434",SRX20997434,"Euan Ashley","Sep 30, 2023"
GSM7759992,"rna-seq_hypoth_training_female_1w_biological_rep5_vial_90571015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997436",SRX20997436,"Euan Ashley","Sep 30, 2023"
GSM7759993,"rna-seq_hypoth_training_female_2w_biological_rep1_vial_90576015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997437",SRX20997437,"Euan Ashley","Sep 30, 2023"
GSM7759994,"rna-seq_hypoth_training_female_2w_biological_rep2_vial_90578015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997164",SRX20997164,"Euan Ashley","Sep 30, 2023"
GSM7759995,"rna-seq_hypoth_training_female_2w_biological_rep3_vial_90581015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997165",SRX20997165,"Euan Ashley","Sep 30, 2023"
GSM7759996,"rna-seq_hypoth_training_female_2w_biological_rep4_vial_90585015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997166",SRX20997166,"Euan Ashley","Sep 30, 2023"
GSM7759997,"rna-seq_hypoth_training_female_2w_biological_rep5_vial_90587015402","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997167",SRX20997167,"Euan Ashley","Sep 30, 2023"
GSM7759998,"rna-seq_skm-gn_control_male_8w_biological_rep1_vial_90217015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997168",SRX20997168,"Euan Ashley","Sep 30, 2023"
GSM7759999,"rna-seq_skm-gn_training_male_8w_biological_rep1_vial_90218015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997169",SRX20997169,"Euan Ashley","Sep 30, 2023"
GSM7760000,"rna-seq_skm-gn_training_male_8w_biological_rep2_vial_90222015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997833",SRX20997833,"Euan Ashley","Sep 30, 2023"
GSM7760001,"rna-seq_skm-gn_training_male_8w_biological_rep3_vial_90223015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997834",SRX20997834,"Euan Ashley","Sep 30, 2023"
GSM7760002,"rna-seq_skm-gn_training_male_8w_biological_rep4_vial_90225015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997172",SRX20997172,"Euan Ashley","Sep 30, 2023"
GSM7760003,"rna-seq_skm-gn_training_male_8w_biological_rep5_vial_90227015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997173",SRX20997173,"Euan Ashley","Sep 30, 2023"
GSM7760004,"rna-seq_skm-gn_control_male_8w_biological_rep2_vial_90229015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997174",SRX20997174,"Euan Ashley","Sep 30, 2023"
GSM7760005,"rna-seq_skm-gn_control_male_8w_biological_rep3_vial_90232015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997175",SRX20997175,"Euan Ashley","Sep 30, 2023"
GSM7760006,"rna-seq_skm-gn_control_male_8w_biological_rep4_vial_90237015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997176",SRX20997176,"Euan Ashley","Sep 30, 2023"
GSM7760007,"rna-seq_skm-gn_control_male_8w_biological_rep5_vial_90239015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997177",SRX20997177,"Euan Ashley","Sep 30, 2023"
GSM7760008,"rna-seq_skm-gn_control_female_8w_biological_rep1_vial_90245015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997178",SRX20997178,"Euan Ashley","Sep 30, 2023"
GSM7760009,"rna-seq_skm-gn_control_female_8w_biological_rep2_vial_90248015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997179",SRX20997179,"Euan Ashley","Sep 30, 2023"
GSM7760010,"rna-seq_skm-gn_training_female_8w_biological_rep1_vial_90251015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997180",SRX20997180,"Euan Ashley","Sep 30, 2023"
GSM7760011,"rna-seq_skm-gn_control_female_8w_biological_rep3_vial_90252015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997181",SRX20997181,"Euan Ashley","Sep 30, 2023"
GSM7760012,"rna-seq_skm-gn_training_female_8w_biological_rep2_vial_90254015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997183",SRX20997183,"Euan Ashley","Sep 30, 2023"
GSM7760013,"rna-seq_skm-gn_training_female_8w_biological_rep3_vial_90258015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997184",SRX20997184,"Euan Ashley","Sep 30, 2023"
GSM7760014,"rna-seq_skm-gn_training_female_8w_biological_rep4_vial_90259015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997185",SRX20997185,"Euan Ashley","Sep 30, 2023"
GSM7760015,"rna-seq_skm-gn_control_female_8w_biological_rep4_vial_90265015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997186",SRX20997186,"Euan Ashley","Sep 30, 2023"
GSM7760016,"rna-seq_skm-gn_control_female_8w_biological_rep5_vial_90266015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997187",SRX20997187,"Euan Ashley","Sep 30, 2023"
GSM7760017,"rna-seq_skm-gn_training_female_8w_biological_rep5_vial_90267015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997830",SRX20997830,"Euan Ashley","Sep 30, 2023"
GSM7760018,"rna-seq_skm-gn_training_male_4w_biological_rep1_vial_90280015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997831",SRX20997831,"Euan Ashley","Sep 30, 2023"
GSM7760019,"rna-seq_skm-gn_training_male_4w_biological_rep2_vial_90281015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997832",SRX20997832,"Euan Ashley","Sep 30, 2023"
GSM7760020,"rna-seq_skm-gn_training_male_4w_biological_rep3_vial_90283015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997189",SRX20997189,"Euan Ashley","Sep 30, 2023"
GSM7760021,"rna-seq_skm-gn_training_male_4w_biological_rep4_vial_90289015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997190",SRX20997190,"Euan Ashley","Sep 30, 2023"
GSM7760022,"rna-seq_skm-gn_training_male_4w_biological_rep5_vial_90292015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997836",SRX20997836,"Euan Ashley","Sep 30, 2023"
GSM7760023,"rna-seq_skm-gn_training_female_4w_biological_rep1_vial_90406015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997837",SRX20997837,"Euan Ashley","Sep 30, 2023"
GSM7760024,"rna-seq_skm-gn_training_female_4w_biological_rep2_vial_90410015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997838",SRX20997838,"Euan Ashley","Sep 30, 2023"
GSM7760025,"rna-seq_skm-gn_training_female_4w_biological_rep3_vial_90412015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997839",SRX20997839,"Euan Ashley","Sep 30, 2023"
GSM7760026,"rna-seq_skm-gn_training_female_4w_biological_rep4_vial_90416015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997840",SRX20997840,"Euan Ashley","Sep 30, 2023"
GSM7760027,"rna-seq_skm-gn_training_female_4w_biological_rep5_vial_90420015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997841",SRX20997841,"Euan Ashley","Sep 30, 2023"
GSM7760028,"rna-seq_skm-gn_training_male_1w_biological_rep1_vial_90421015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997842",SRX20997842,"Euan Ashley","Sep 30, 2023"
GSM7760029,"rna-seq_skm-gn_training_male_1w_biological_rep2_vial_90422015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997843",SRX20997843,"Euan Ashley","Sep 30, 2023"
GSM7760030,"rna-seq_skm-gn_training_male_1w_biological_rep3_vial_90423015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997844",SRX20997844,"Euan Ashley","Sep 30, 2023"
GSM7760031,"rna-seq_skm-gn_training_male_1w_biological_rep4_vial_90426015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997845",SRX20997845,"Euan Ashley","Sep 30, 2023"
GSM7760032,"rna-seq_skm-gn_training_male_1w_biological_rep5_vial_90430015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997847",SRX20997847,"Euan Ashley","Sep 30, 2023"
GSM7760033,"rna-seq_skm-gn_training_male_2w_biological_rep1_vial_90439015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997848",SRX20997848,"Euan Ashley","Sep 30, 2023"
GSM7760034,"rna-seq_skm-gn_training_male_2w_biological_rep2_vial_90441015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997849",SRX20997849,"Euan Ashley","Sep 30, 2023"
GSM7760035,"rna-seq_skm-gn_training_male_2w_biological_rep3_vial_90444015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997850",SRX20997850,"Euan Ashley","Sep 30, 2023"
GSM7760036,"rna-seq_skm-gn_training_male_2w_biological_rep4_vial_90449015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997851",SRX20997851,"Euan Ashley","Sep 30, 2023"
GSM7760037,"rna-seq_skm-gn_training_male_2w_biological_rep5_vial_90450015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997852",SRX20997852,"Euan Ashley","Sep 30, 2023"
GSM7760038,"rna-seq_skm-gn_training_female_1w_biological_rep1_vial_90559015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997853",SRX20997853,"Euan Ashley","Sep 30, 2023"
